time,lon,lat,v,u
1051920,7.25,43.25,1.6182630810578913,4.0174100329055795
1051920,7.5,43.25,1.8594741079689514,4.12774561643837
1051920,7.75,43.25,2.0167179268035462,3.936284679001702
1051920,8.0,43.25,2.332125947023321,4.372907456380591
1051920,6.0,43.0,-1.2831367116753498,3.5369081332893737
1051920,6.25,43.0,-0.212802604002498,4.220478528841072
1051920,6.5,43.0,0.45419155054082366,4.937340932834456
1051920,6.75,43.0,1.1592753829468252,5.5135095233750455
1051920,7.0,43.0,1.4913210877348708,5.868879391262158
1051920,7.25,43.0,1.6905485106076983,5.7224455763539
1051920,7.5,43.0,1.8487127119928783,5.668744673848346
1051920,7.75,43.0,1.9981686784763675,5.306486804214678
1051920,8.0,43.0,2.355560302734375,4.7517475524411505
1051920,6.0,42.75,-0.9471970807117513,4.167798071038711
1051920,6.25,42.75,-0.5311841678472403,4.88070625180722
1051920,6.5,42.75,-0.07899314087895722,5.428557501834193
1051920,6.75,42.75,0.5039630069301618,6.007659870896465
1051920,7.0,42.75,0.7774582217694413,6.0662078857421875
1051920,7.25,42.75,1.0176780674721788,5.978322085679652
1051920,7.5,42.75,1.1319471010602185,5.610196659002623
1051920,7.75,42.75,1.3282009803080783,4.984153833593455
1051920,8.0,42.75,1.7471874367975568,4.361172342293866
1051920,6.0,42.5,-0.6542322349947081,3.8943188905828725
1051920,6.25,42.5,-0.6346918054592068,4.446124363834719
1051920,6.5,42.5,-0.5907258390043292,4.768329778868044
1051920,6.75,42.5,-0.32997438255776784,5.051503184004221
1051920,7.0,42.5,-0.14540228183656634,5.12778142556793
1051920,7.25,42.5,0.0313111678757923,4.976372942731604
1051920,7.5,42.5,0.228627026989712,4.660927973856936
1051920,7.75,42.5,0.3672507988393908,4.090626940359709
1051920,8.0,42.5,0.7363950002817938,3.476319229037264
1051920,6.0,42.25,-0.6229392282748112,3.5096112374789494
1051920,6.25,42.25,-0.7694216511333328,3.8103873137452124
1051920,6.5,42.25,-0.9178864364084995,4.026211368470623
1051920,6.75,42.25,-0.9784192887739109,4.194074522145942
1051920,7.0,42.25,-0.9842955773661086,4.2351474214494775
1051920,7.25,42.25,-0.8075113289960127,4.000827806478687
1051920,7.5,42.25,-0.675684228289117,3.7399766292248664
1051920,7.75,42.25,-0.579964443028256,3.284985847188496
1051920,8.0,42.25,-0.3582938456526971,2.705883478126225
1051920,6.0,42.0,-0.9120101478163017,3.545709468854417
1051920,6.25,42.0,-1.2587111747559734,3.5974970375414834
1051920,6.5,42.0,-1.5448085506724962,3.6082117069250144
1051920,6.75,42.0,-1.5780131211513009,3.6384423812571196
1051920,7.0,42.0,-1.5028249466342636,3.4958352339858383
1051920,7.25,42.0,-1.3846619868706713,3.2761845116234527
1051920,7.5,42.0,-1.349545852632959,3.1941662686042807
1051920,7.75,42.0,-1.262605100931526,2.9070386402432296
1051920,8.0,42.0,-1.3035975237614363,2.536872324159813
