time,lon,lat,v,u
1053336,6.0,44.0,-1.007902725116927,0.8462527699453275
1053336,6.25,44.0,-0.7754943213833121,0.7193044433388849
1053336,6.5,44.0,-0.6231978549322492,0.6616812503960166
1053336,6.75,44.0,-0.5889746540496785,0.6431236272328773
1053336,7.0,44.0,-0.5802093897935023,0.2563685763424863
1053336,7.25,44.0,-0.7667290571271357,-0.09616716304644757
1053336,7.5,44.0,-1.1163084198146367,-0.3734676977007439
1053336,7.75,44.0,-1.6534386573953213,-0.3276055461892916
1053336,8.0,44.0,-2.3712235693146977,-0.3138941813044245
1053336,8.25,44.0,-3.2120444331829017,-0.2768380356888568
1053336,8.5,44.0,-3.155392467880115,-0.2328671069201448
1053336,8.75,44.0,-2.5685064655511356,-0.371517374247293
1053336,9.0,44.0,-1.5284691912723374,-0.7924326359284307
1053336,9.25,44.0,-0.6583233624294262,-1.1635259984805038
1053336,9.5,44.0,-0.21593531938241184,-1.27776767228416
1053336,9.75,44.0,-0.2140018052082553,-1.111753775897988
1053336,10.0,44.0,-0.559714139547443,-1.0853948589210451
1053336,6.0,43.75,-0.8780350230860801,0.6733831911167221
1053336,6.25,43.75,-0.7637643353934291,0.5727937814872224
1053336,6.5,43.75,-0.5626144108086779,0.4605024311370172
1053336,6.75,43.75,-0.16514834707456694,0.2163573951913868
1053336,7.0,43.75,0.045798049325910695,-0.33930748690999724
1053336,7.25,43.75,-0.10263138877683886,-0.8217465884409054
1053336,7.5,43.75,-0.5186591885828526,-1.5190167734049693
1053336,7.75,43.75,-1.4307622750049607,-1.8119789963975839
1053336,8.0,43.75,-2.2276923671198112,-1.7982676315127166
1053336,8.25,43.75,-3.0782452523312696,-1.4780008801717892
1053336,8.5,43.75,-2.7159691465668074,-1.063941300933085
1053336,8.75,43.75,-2.0587032282985303,-1.0336226363385295
1053336,9.0,43.75,-0.9532487244607691,-1.0082684314436674
1053336,9.25,43.75,-0.2589237845211587,-1.1283610756076763
1053336,9.5,43.75,0.12391202196183482,-1.2455577849468642
1053336,9.75,43.75,0.059461549489950194,-1.3637001056574223
1053336,10.0,43.75,-0.21690207646949,-1.3148829186104383
1053336,6.0,43.5,-0.9219902453119053,0.4116852440900333
1053336,6.25,43.5,-0.8399447938551965,0.22220836555173956
1053336,6.5,43.5,-0.732570306717037,-0.21726451929253734
1053336,6.75,43.5,-0.4718036950957927,-0.6791365734961448
1053336,7.0,43.5,-0.4249482016087329,-1.2172485445164705
1053336,7.25,43.5,-0.622166647372699,-1.691827251522864
1053336,7.5,43.5,-0.9845072036096331,-2.2357901929035426
1053336,7.75,43.5,-1.6837303794571068,-2.3979034423828125
1053336,8.0,43.5,-2.057736471211452,-2.2719007271477403
1053336,8.25,43.5,-2.546013250658448,-1.9535842992602637
1053336,8.5,43.5,-2.0596699853856086,-1.5931881653468154
1053336,8.75,43.5,-1.3897717745128422,-1.3881086991809142
1053336,9.0,43.5,-0.47863544517781254,-1.324634535877693
1053336,9.25,43.5,0.041866570505125766,-1.4125763934151168
1053336,9.5,43.5,0.1698007583618164,-1.4711451977293555
1053336,9.75,43.5,0.0682268137461266,-1.5541816962777968
1053336,10.0,43.5,-0.2491273127054321,-1.4897028208924947
1053336,6.0,43.25,-1.330219537948821,0.31789241619225667
1053336,6.25,43.25,-1.1485336560505788,-0.13328240937272595
1053336,6.5,43.25,-1.0411591689124196,-0.5746465169597432
1053336,6.75,43.25,-0.9991374608607508,-1.1186094583404216
1053336,7.0,43.25,-1.1583301278663054,-1.4545378980196673
